symbol,side,entry,exit,qty,pnl_gross,fees,pnl_net,entry_time,exit_time,reason
LTC_USDT,SHORT,53.55,53.385,0.39215686274509803,0.06470588235294084,0.0147,0.05000588235294084,2022-06-28 18:00:00,2022-06-28 21:00:00,SL_HIT
HBAR_USDT,SHORT,0.06397,0.06571642857142856,328.27888072534,-0.5733156166953239,0.0147,-0.588015616695324,2022-06-29 12:00:00,2022-06-29 14:00:00,SL_HIT
ADA_USDT,SHORT,0.464,0.46265,45.25862068965517,0.06109913793103528,0.0147,0.046399137931035284,2022-06-29 06:00:00,2022-06-29 17:00:00,SL_HIT
DOGE_USDT,LONG,0.06925,0.07028200000000001,303.2490974729242,0.3129530685920593,0.0147,0.2982530685920593,2022-06-29 17:00:00,2022-06-29 21:00:00,SL_HIT
HBAR_USDT,SHORT,0.06344,0.06323,331.02143757881464,0.06951450189155169,0.0147,0.05481450189155169,2022-06-30 00:00:00,2022-06-30 02:00:00,SL_HIT
LTC_USDT,LONG,53.87,52.614285714285714,0.3898273621681827,-0.48951178763690284,0.0147,-0.5042117876369029,2022-06-29 19:00:00,2022-06-30 06:00:00,SL_HIT
ADA_USDT,SHORT,0.4483,0.44158000000000003,46.84363149676556,0.31478920365826213,0.0147,0.30008920365826214,2022-06-30 06:00:00,2022-06-30 12:00:00,SL_HIT
HBAR_USDT,SHORT,0.06157,0.060794,341.0751989605327,0.264674354393373,0.0147,0.249974354393373,2022-06-30 06:00:00,2022-06-30 12:00:00,SL_HIT
LTC_USDT,SHORT,51.07,50.788000000000004,0.4112003132954768,0.11595848834932301,0.0147,0.10125848834932301,2022-06-30 08:00:00,2022-06-30 12:00:00,SL_HIT
LTC_USDT,LONG,51.02,50.22500000000001,0.41160329282634256,-0.3272246177969401,0.0147,-0.3419246177969401,2022-07-03 19:00:00,2022-07-04 02:00:00,SL_HIT
HBAR_USDT,SHORT,0.06055,0.06164714285714286,346.8208092485549,-0.38051197357555805,0.0147,-0.39521197357555804,2022-07-04 02:00:00,2022-07-04 10:00:00,SL_HIT
ADA_USDT,LONG,0.4667,0.4592642857142857,44.996785943861155,-0.33458324405399786,0.0147,-0.34928324405399785,2022-07-04 11:00:00,2022-07-04 13:00:00,SL_HIT
